500,0.00082
499,-0.0005
498,-0.00177
497,0.00322
496,-0.00192
495,-0.00261
494,-0.001
493,-0.00175
492,-0.00249
491,-0.00158
490,-0.00259
489,0.0002
488,0.00133
487,-0.00233
486,-0.00043
485,-0.00296
484,-0.00298
483,-0.00006
482,0.00071
481,0.00012
480,0.00145
479,-0.00042
478,-0.00118
477,0.00318
476,0.00176
475,-0.00164
474,-0.00135
473,0.00136
472,0.00025
471,-0.00077
470,-0.00019
469,-0.00192
468,-0.00319
467,-0.00155
466,-0.0019
465,-0.00014
464,-0.00309
463,0.00106
462,-0.00423
461,0.00019
460,-0.00206
459,-0.00056
458,0.00036
457,-0.00037
456,-0.00008
455,-0.00092
454,-0.0026
453,0.00003
452,-0.00302
451,-0.00122
450,-0.00404
449,0.00116
448,-0.00182
447,-0.00153
446,-0.00068
445,-0.00069
444,-0.0034
443,-0.00068
442,-0.00209
441,0.00034
440,-0.00411
439,-0.00136
438,-0.00233
437,-0.00087
436,-0.00006
435,-0.00202
434,-0.00304
433,-0.00231
432,-0.00276
431,-0.00267
430,-0.00032
429,0.00042
428,-0.00254
427,-0.0011
426,-0.00051
425,-0.00348
424,-0.00031
423,-0.00036
422,-0.00322
421,-0.00174
420,-0.00019
419,-0.00129
418,-0.00217
417,-0.00362
416,-0.00067
415,-0.00174
414,-0.00294
413,-0.00205
412,-0.00377
411,-0.00067
410,-0.00203
409,-0.00237
408,0.0018
407,-0.00228
406,-0.00082
405,-0.00071
404,-0.0015
403,0.00123
402,-0.00023
401,0.00034
400,0.0006
399,-0.00008
398,0.00149
397,0.00081
396,0.00322
395,0.0023
394,0.00067
393,0.00195
392,0.00378
391,0.00336
390,0.00278
389,0.00368
388,0.00671
387,0.00813
386,0.01595
385,0.02752
384,0.04281
383,0.06862
382,0.10568
381,0.15856
380,0.24729
379,0.37205
378,0.52407
377,0.6633
376,0.71534
375,0.65394
374,0.53997
373,0.44407
372,0.39533
371,0.3684
370,0.33675
369,0.27976
368,0.22579
367,0.19352
366,0.18452
365,0.19274
364,0.20812
363,0.2452
362,0.30009
361,0.37738
360,0.47734
359,0.59436
358,0.70044
357,0.75186
356,0.72262
355,0.64755
354,0.57034
353,0.52749
352,0.48563
351,0.43273
350,0.36679
349,0.31523
348,0.28568
347,0.28032
346,0.28274
345,0.29861
344,0.32806
343,0.37226
342,0.4272
341,0.47466
340,0.50882
339,0.50573
338,0.47186
337,0.42406
336,0.38749
335,0.3508
334,0.31454
333,0.27348
332,0.23825
331,0.21864
330,0.21136
329,0.20666
328,0.21299
327,0.22448
326,0.23899
325,0.25467
324,0.26042
323,0.25543
322,0.23732
321,0.21367
320,0.18885
319,0.16887
318,0.13627
317,0.11216
316,0.10743
315,0.06747
314,0.05239
313,0.05906
312,-0.0045
311,0.09624
310,-0.01373
309,-0.0765
308,-0.05291
307,0.0508
306,0.03721
305,0.02238
304,0.10438
303,0.01677
302,0.02989
301,0.03584
300,-0.00477
299,-0.00977
298,-0.07376
297,0.09323
296,0.02019
295,-0.08713
294,0.05474
293,0.02422
292,0.09725
291,-0.00374
290,-0.02805
289,0.07866
288,0.02407
287,0.08702
286,0.11699
285,0.01871
284,-0.00738
283,0.06917
282,0.05125
281,-0.02514
280,0.00973
279,0.01415
278,0.07148
277,0.027
276,-0.02484
275,0.09646
274,-0.06674
273,0.02433
272,-0.02021
271,-0.00398
270,0.14475
269,0.08638
268,0.10026
267,-0.0616
266,0.00727
265,0.014
264,-0.00599
263,-0.01788
262,0.04077
261,-0.04631
260,0.01563
259,-0.0362
258,0.05314
257,0.00912
256,-0.01897
255,-0.01638
254,-0.0104
253,0.05779
252,0.02899
251,0.01648
250,-0.03497
,
,
,
